id	x	y
640	25	15
641	25	16
642	25	17
643	25	18
644	25	19
645	25	20
646	25	21
647	25	22
648	25	23
649	25	24
650	25	25
651	24	25
652	23	25
653	22	25
654	21	25
655	20	25
656	19	25
657	18	25
658	17	25
659	16	25
660	15	25
661	14	25
662	13	25
663	12	25
664	11	25
665	10	25
666	9	25
667	8	25
668	7	25
669	6	25
670	5	25
671	4	25
672	3	25
673	2	25
674	1	25
675	0	25
676	26	0
677	26	1
678	26	2
679	26	3
680	26	4
681	26	5
682	26	6
683	26	7
684	26	8
685	26	9
686	26	10
687	26	11
688	26	12
689	26	13
690	26	14
691	26	15
692	26	16
693	26	17
694	26	18
695	26	19
696	26	20
697	26	21
698	26	22
699	26	23
700	26	24
701	26	25
702	26	26
703	25	26
704	24	26
705	23	26
706	22	26
707	21	26
708	20	26
709	19	26
710	18	26
711	17	26
712	16	26
713	15	26
714	14	26
715	13	26
716	12	26
717	11	26
718	10	26
719	9	26
720	8	26
721	7	26
722	6	26
723	5	26
724	4	26
725	3	26
726	2	26
727	1	26
728	0	26
729	27	0
730	27	1
731	27	2
732	27	3
733	27	4
734	27	5
735	27	6
736	27	7
737	27	8
738	27	9
739	27	10
740	27	11
741	27	12
742	27	13
743	27	14
744	27	15
745	27	16
746	27	17
747	27	18
748	27	19
749	27	20
750	27	21
751	27	22
752	27	23
753	27	24
754	27	25
755	27	26
756	27	27
757	26	27
758	25	27
759	24	27
760	23	27
761	22	27
762	21	27
763	20	27
764	19	27
765	18	27
766	17	27
767	16	27
768	15	27
769	14	27
770	13	27
771	12	27
772	11	27
773	10	27
774	9	27
775	8	27
776	7	27
777	6	27
778	5	27
779	4	27
780	3	27
781	2	27
782	1	27
783	0	27
784	28	0
785	28	1
786	28	2
787	28	3
788	28	4
789	28	5
790	28	6
791	28	7
792	28	8
793	28	9
794	28	10
795	28	11
796	28	12
797	28	13
798	28	14
799	28	15
800	28	16
801	28	17
802	28	18
803	28	19
804	28	20
805	28	21
806	28	22
807	28	23
808	28	24
809	28	25
810	28	26
811	28	27
812	28	28
813	27	28
814	26	28
815	25	28
816	24	28
817	23	28
818	22	28
819	21	28
820	20	28
821	19	28
822	18	28
823	17	28
824	16	28
825	15	28
826	14	28
827	13	28
828	12	28
829	11	28
830	10	28
831	9	28
832	8	28
833	7	28
834	6	28
835	5	28
836	4	28
837	3	28
838	2	28
839	1	28
840	0	28
841	29	0
842	29	1
843	29	2
844	29	3
845	29	4
846	29	5
847	29	6
848	29	7
849	29	8
850	29	9
851	29	10
852	29	11
853	29	12
854	29	13
855	29	14
856	29	15
857	29	16
858	29	17
859	29	18
860	29	19
861	29	20
862	29	21
863	29	22
864	29	23
865	29	24
866	29	25
867	29	26
868	29	27
869	29	28
870	29	29
871	28	29
872	27	29
873	26	29
874	25	29
875	24	29
876	23	29
877	22	29
878	21	29
879	20	29
880	19	29
881	18	29
882	17	29
883	16	29
884	15	29
885	14	29
886	13	29
887	12	29
888	11	29
889	10	29
890	9	29
891	8	29
892	7	29
893	6	29
894	5	29
895	4	29
896	3	29
897	2	29
898	1	29
899	0	29
900	30	0
901	30	1
902	30	2
903	30	3
904	30	4
905	30	5
906	30	6
907	30	7
908	30	8
909	30	9
910	30	10
911	30	11
912	30	12
913	30	13
914	30	14
915	30	15
916	30	16
917	30	17
918	30	18
919	30	19
920	30	20
921	30	21
922	30	22
923	30	23
924	30	24
925	30	25
926	30	26
927	30	27
928	30	28
929	30	29
930	30	30
931	29	30
932	28	30
933	27	30
934	26	30
935	25	30
936	24	30
937	23	30
938	22	30
939	21	30
940	20	30
941	19	30
942	18	30
943	17	30
944	16	30
945	15	30
946	14	30
947	13	30
948	12	30
949	11	30
950	10	30
951	9	30
952	8	30
953	7	30
954	6	30
955	5	30
956	4	30
957	3	30
958	2	30
959	1	30
960	0	30
961	31	0
962	31	1
963	31	2
964	31	3
965	31	4
966	31	5
967	31	6
968	31	7
969	31	8
970	31	9
971	31	10
972	31	11
973	31	12
974	31	13
975	31	14
976	31	15
977	31	16
978	31	17
979	31	18
980	31	19
981	31	20
982	31	21
983	31	22
984	31	23
985	31	24
986	31	25
987	31	26
988	31	27
989	31	28
990	31	29
991	31	30
992	31	31
993	30	31
994	29	31
995	28	31
996	27	31
997	26	31
998	25	31
999	24	31
1000	23	31
1001	22	31
1002	21	31
1003	20	31
1004	19	31
1005	18	31
1006	17	31
1007	16	31
1008	15	31
1009	14	31
1010	13	31
1011	12	31
1012	11	31
1013	10	31
1014	9	31
1015	8	31
1016	7	31
1017	6	31
1018	5	31
1019	4	31
1020	3	31
1021	2	31
1022	1	31
1023	0	31
1024	32	0
1025	32	1
1026	32	2
1027	32	3
1028	32	4
1029	32	5
1030	32	6
1031	32	7
1032	32	8
1033	32	9
1034	32	10
1035	32	11
1036	32	12
1037	32	13
1038	32	14
1039	32	15
1040	32	16
1041	32	17
1042	32	18
1043	32	19
1044	32	20
1045	32	21
1046	32	22
1047	32	23
1048	32	24
1049	32	25
1050	32	26
1051	32	27
1052	32	28
1053	32	29
1054	32	30
1055	32	31
1056	32	32
1057	31	32
1058	30	32
1059	29	32
1060	28	32
1061	27	32
1062	26	32
1063	25	32
1064	24	32
1065	23	32
1066	22	32
1067	21	32
1068	20	32
1069	19	32
1070	18	32
1071	17	32
1072	16	32
1073	15	32
1074	14	32
1075	13	32
1076	12	32
1077	11	32
1078	10	32
1079	9	32
1080	8	32
1081	7	32
1082	6	32
1083	5	32
1084	4	32
1085	3	32
1086	2	32
1087	1	32
1088	0	32
1089	33	0
1090	33	1
1091	33	2
1092	33	3
1093	33	4
1094	33	5
1095	33	6
1096	33	7
1097	33	8
1098	33	9
1099	33	10
1100	33	11
1101	33	12
1102	33	13
1103	33	14
1104	33	15
1105	33	16
1106	33	17
1107	33	18
1108	33	19
1109	33	20
1110	33	21
1111	33	22
1112	33	23
1113	33	24
1114	33	25
1115	33	26
1116	33	27
1117	33	28
1118	33	29
1119	33	30
1120	33	31
1121	33	32
1122	33	33
1123	32	33
1124	31	33
1125	30	33
1126	29	33
1127	28	33
1128	27	33
1129	26	33
1130	25	33
1131	24	33
1132	23	33
1133	22	33
1134	21	33
1135	20	33
1136	19	33
1137	18	33
1138	17	33
1139	16	33
1140	15	33
1141	14	33
1142	13	33
1143	12	33
1144	11	33
1145	10	33
1146	9	33
1147	8	33
1148	7	33
1149	6	33
1150	5	33
1151	4	33
1152	3	33
1153	2	33
1154	1	33
1155	0	33
1156	34	0
1157	34	1
1158	34	2
1159	34	3
1160	34	4
1161	34	5
1162	34	6
1163	34	7
1164	34	8
1165	34	9
1166	34	10
1167	34	11
1168	34	12
1169	34	13
1170	34	14
1171	34	15
1172	34	16
1173	34	17
1174	34	18
1175	34	19
1176	34	20
1177	34	21
1178	34	22
1179	34	23
1180	34	24
1181	34	25
1182	34	26
1183	34	27
1184	34	28
1185	34	29
1186	34	30
1187	34	31
1188	34	32
1189	34	33
1190	34	34
1191	33	34
1192	32	34
1193	31	34
1194	30	34
1195	29	34
1196	28	34
1197	27	34
1198	26	34
1199	25	34
1200	24	34
1201	23	34
1202	22	34
1203	21	34
1204	20	34
1205	19	34
1206	18	34
1207	17	34
1208	16	34
1209	15	34
1210	14	34
1211	13	34
1212	12	34
1213	11	34
1214	10	34
1215	9	34
1216	8	34
1217	7	34
1218	6	34
1219	5	34
1220	4	34
1221	3	34
1222	2	34
1223	1	34
1224	0	34
1225	35	0
1226	35	1
1227	35	2
1228	35	3
1229	35	4
1230	35	5
1231	35	6
1232	35	7
1233	35	8
1234	35	9
1235	35	10
1236	35	11
1237	35	12
1238	35	13
1239	35	14
1240	35	15
1241	35	16
1242	35	17
1243	35	18
1244	35	19
1245	35	20
1246	35	21
1247	35	22
1248	35	23
1249	35	24
1250	35	25
1251	35	26
1252	35	27
1253	35	28
1254	35	29
1255	35	30
1256	35	31
1257	35	32
1258	35	33
1259	35	34
1260	35	35
1261	34	35
1262	33	35
1263	32	35
1264	31	35
1265	30	35
1266	29	35
1267	28	35
1268	27	35
1269	26	35
1270	25	35
1271	24	35
1272	23	35
1273	22	35
1274	21	35
1275	20	35
1276	19	35
1277	18	35
1278	17	35
1279	16	35
1280	15	35
1281	14	35
1282	13	35
1283	12	35
1284	11	35
1285	10	35
1286	9	35
1287	8	35
1288	7	35
1289	6	35
1290	5	35
1291	4	35
1292	3	35
1293	2	35
1294	1	35
1295	0	35
1296	36	0
1297	36	1
1298	36	2
1299	36	3
1300	36	4
1301	36	5
1302	36	6
1303	36	7
1304	36	8
1305	36	9
1306	36	10
1307	36	11
1308	36	12
1309	36	13
1310	36	14
1311	36	15
1312	36	16
1313	36	17
1314	36	18
1315	36	19
1316	36	20
1317	36	21
1318	36	22
1319	36	23
1320	36	24
1321	36	25
1322	36	26
1323	36	27
1324	36	28
1325	36	29
1326	36	30
1327	36	31
1328	36	32
1329	36	33
1330	36	34
1331	36	35
1332	36	36
1333	35	36
1334	34	36
1335	33	36
1336	32	36
1337	31	36
1338	30	36
1339	29	36
1340	28	36
1341	27	36
1342	26	36
1343	25	36
1344	24	36
1345	23	36
1346	22	36
1347	21	36
1348	20	36
1349	19	36
1350	18	36
1351	17	36
1352	16	36
1353	15	36
1354	14	36
1355	13	36
1356	12	36
1357	11	36
1358	10	36
1359	9	36
1360	8	36
1361	7	36
1362	6	36
1363	5	36
1364	4	36
1365	3	36
1366	2	36
1367	1	36
1368	0	36
1369	37	0
1370	37	1
1371	37	2
1372	37	3
1373	37	4
1374	37	5
1375	37	6
1376	37	7
1377	37	8
1378	37	9
1379	37	10
1380	37	11
1381	37	12
1382	37	13
1383	37	14
1384	37	15
1385	37	16
1386	37	17
1387	37	18
1388	37	19
1389	37	20
1390	37	21
1391	37	22
1392	37	23
1393	37	24
1394	37	25
1395	37	26
1396	37	27
1397	37	28
1398	37	29
1399	37	30
1400	37	31
1401	37	32
1402	37	33
1403	37	34
1404	37	35
1405	37	36
1406	37	37
1407	36	37
1408	35	37
1409	34	37
1410	33	37
1411	32	37
1412	31	37
1413	30	37
1414	29	37
1415	28	37
1416	27	37
1417	26	37
1418	25	37
1419	24	37
1420	23	37
1421	22	37
1422	21	37
1423	20	37
1424	19	37
1425	18	37
1426	17	37
1427	16	37
1428	15	37
1429	14	37
1430	13	37
1431	12	37
1432	11	37
1433	10	37
1434	9	37
1435	8	37
1436	7	37
1437	6	37
1438	5	37
1439	4	37
1440	3	37
1441	2	37
1442	1	37
1443	0	37
1444	38	0
1445	38	1
1446	38	2
1447	38	3
1448	38	4
1449	38	5
1450	38	6
1451	38	7
1452	38	8
1453	38	9
1454	38	10
1455	38	11
1456	38	12
1457	38	13
1458	38	14
1459	38	15
1460	38	16
1461	38	17
1462	38	18
1463	38	19
1464	38	20
1465	38	21
1466	38	22
1467	38	23
1468	38	24
1469	38	25
1470	38	26
1471	38	27
1472	38	28
1473	38	29
1474	38	30
1475	38	31
1476	38	32
1477	38	33
1478	38	34
1479	38	35
1480	38	36
1481	38	37
1482	38	38
1483	37	38
1484	36	38
1485	35	38
1486	34	38
1487	33	38
1488	32	38
1489	31	38
1490	30	38
1491	29	38
1492	28	38
1493	27	38
1494	26	38
1495	25	38
1496	24	38
1497	23	38
1498	22	38
1499	21	38
1500	20	38
1501	19	38
1502	18	38
1503	17	38
1504	16	38
1505	15	38
1506	14	38
1507	13	38
1508	12	38
1509	11	38
1510	10	38
1511	9	38
1512	8	38
1513	7	38
1514	6	38
1515	5	38
1516	4	38
1517	3	38
1518	2	38
1519	1	38
1520	0	38
1521	39	0
1522	39	1
1523	39	2
1524	39	3
1525	39	4
1526	39	5
1527	39	6
1528	39	7
1529	39	8
1530	39	9
1531	39	10
1532	39	11
1533	39	12
1534	39	13
1535	39	14
1536	39	15
1537	39	16
1538	39	17
1539	39	18
1540	39	19
1541	39	20
1542	39	21
1543	39	22
1544	39	23
1545	39	24
1546	39	25
1547	39	26
1548	39	27
1549	39	28
1550	39	29
1551	39	30
1552	39	31
1553	39	32
1554	39	33
1555	39	34
1556	39	35
1557	39	36
1558	39	37
1559	39	38
1560	39	39
1561	38	39
1562	37	39
1563	36	39
1564	35	39
1565	34	39
1566	33	39
1567	32	39
1568	31	39
1569	30	39
1570	29	39
1571	28	39
1572	27	39
1573	26	39
1574	25	39
1575	24	39
1576	23	39
1577	22	39
1578	21	39
1579	20	39
1580	19	39
1581	18	39
1582	17	39
1583	16	39
1584	15	39
1585	14	39
1586	13	39
1587	12	39
1588	11	39
1589	10	39
1590	9	39
1591	8	39
1592	7	39
1593	6	39
1594	5	39
1595	4	39
1596	3	39
1597	2	39
1598	1	39
1599	0	39
1600	40	0
1601	40	1
1602	40	2
1603	40	3
1604	40	4
1605	40	5
1606	40	6
1607	40	7
1608	40	8
1609	40	9
1610	40	10
1611	40	11
1612	40	12
1613	40	13
1614	40	14
1615	40	15
1616	40	16
1617	40	17
1618	40	18
1619	40	19
1620	40	20
1621	40	21
1622	40	22
1623	40	23
1624	40	24
1625	40	25
1626	40	26
1627	40	27
1628	40	28
1629	40	29
1630	40	30
1631	40	31
1632	40	32
1633	40	33
1634	40	34
1635	40	35
1636	40	36
1637	40	37
1638	40	38
1639	40	39
1640	40	40
1641	39	40
1642	38	40
1643	37	40
1644	36	40
1645	35	40
1646	34	40
1647	33	40
1648	32	40
1649	31	40
1650	30	40
1651	29	40
1652	28	40
1653	27	40
1654	26	40
1655	25	40
1656	24	40
1657	23	40
1658	22	40
1659	21	40
1660	20	40
1661	19	40
1662	18	40
1663	17	40
1664	16	40
1665	15	40
1666	14	40
1667	13	40
1668	12	40
1669	11	40
1670	10	40
1671	9	40
1672	8	40
1673	7	40
1674	6	40
1675	5	40
1676	4	40
1677	3	40
1678	2	40
1679	1	40
1680	0	40
1681	41	0
1682	41	1
1683	41	2
1684	41	3
1685	41	4
1686	41	5
1687	41	6
1688	41	7
1689	41	8
1690	41	9
1691	41	10
1692	41	11
1693	41	12
1694	41	13
1695	41	14
1696	41	15
1697	41	16
1698	41	17
1699	41	18
1700	41	19
1701	41	20
1702	41	21
1703	41	22
1704	41	23
1705	41	24
1706	41	25
1707	41	26
1708	41	27
1709	41	28
1710	41	29
1711	41	30
1712	41	31
1713	41	32
1714	41	33
1715	41	34
1716	41	35
1717	41	36
1718	41	37
1719	41	38
1720	41	39
1721	41	40
1722	41	41
1723	40	41
1724	39	41
1725	38	41
1726	37	41
1727	36	41
1728	35	41
1729	34	41
1730	33	41
1731	32	41
1732	31	41
1733	30	41
1734	29	41
1735	28	41
1736	27	41
1737	26	41
1738	25	41
1739	24	41
1740	23	41
1741	22	41
1742	21	41
1743	20	41
1744	19	41
1745	18	41
1746	17	41
1747	16	41
1748	15	41
1749	14	41
1750	13	41
1751	12	41
1752	11	41
1753	10	41
1754	9	41
1755	8	41
1756	7	41
1757	6	41
1758	5	41
1759	4	41
1760	3	41
1761	2	41
1762	1	41
1763	0	41
1764	42	0
1765	42	1
1766	42	2
1767	42	3
1768	42	4
1769	42	5
1770	42	6
1771	42	7
1772	42	8
1773	42	9
1774	42	10
1775	42	11
1776	42	12
1777	42	13
1778	42	14
1779	42	15
1780	42	16
1781	42	17
1782	42	18
1783	42	19
1784	42	20
1785	42	21
1786	42	22
1787	42	23
1788	42	24
1789	42	25
1790	42	26
1791	42	27
1792	42	28
1793	42	29
1794	42	30
1795	42	31
1796	42	32
1797	42	33
1798	42	34
1799	42	35
1800	42	36
1801	42	37
1802	42	38
1803	42	39
1804	42	40
1805	42	41
1806	42	42
1807	41	42
1808	40	42
1809	39	42
1810	38	42
1811	37	42
1812	36	42
1813	35	42
1814	34	42
1815	33	42
1816	32	42
1817	31	42
1818	30	42
1819	29	42
1820	28	42
1821	27	42
1822	26	42
1823	25	42
1824	24	42
1825	23	42
1826	22	42
1827	21	42
1828	20	42
1829	19	42
1830	18	42
1831	17	42
1832	16	42
1833	15	42
1834	14	42
1835	13	42
1836	12	42
1837	11	42
1838	10	42
1839	9	42
1840	8	42
1841	7	42
1842	6	42
1843	5	42
1844	4	42
1845	3	42
1846	2	42
1847	1	42
1848	0	42
1849	43	0
1850	43	1
1851	43	2
1852	43	3
1853	43	4
1854	43	5
1855	43	6
1856	43	7
1857	43	8
1858	43	9
1859	43	10
1860	43	11
1861	43	12
1862	43	13
1863	43	14
1864	43	15
1865	43	16
1866	43	17
1867	43	18
1868	43	19
1869	43	20
1870	43	21
1871	43	22
1872	43	23
1873	43	24
1874	43	25
1875	43	26
1876	43	27
1877	43	28
1878	43	29
1879	43	30
1880	43	31
1881	43	32
1882	43	33
1883	43	34
1884	43	35
1885	43	36
1886	43	37
1887	43	38
1888	43	39
1889	43	40
1890	43	41
1891	43	42
1892	43	43
1893	42	43
1894	41	43
1895	40	43
1896	39	43
1897	38	43
1898	37	43
1899	36	43
1900	35	43
1901	34	43
1902	33	43
1903	32	43
1904	31	43
1905	30	43
1906	29	43
1907	28	43
1908	27	43
1909	26	43
1910	25	43
1911	24	43
1912	23	43
1913	22	43
1914	21	43
1915	20	43
1916	19	43
1917	18	43
1918	17	43
1919	16	43
1920	15	43
1921	14	43
1922	13	43
1923	12	43
1924	11	43
1925	10	43
1926	9	43
1927	8	43
1928	7	43
1929	6	43
1930	5	43
1931	4	43
1932	3	43
1933	2	43
1934	1	43
1935	0	43
1936	44	0
1937	44	1
1938	44	2
1939	44	3
1940	44	4
1941	44	5
1942	44	6
1943	44	7
1944	44	8
1945	44	9
1946	44	10
1947	44	11
1948	44	12
1949	44	13
1950	44	14
1951	44	15
1952	44	16
1953	44	17
1954	44	18
1955	44	19
1956	44	20
1957	44	21
1958	44	22
1959	44	23
1960	44	24
1961	44	25
1962	44	26
1963	44	27
1964	44	28
1965	44	29
1966	44	30
1967	44	31
1968	44	32
1969	44	33
1970	44	34
1971	44	35
1972	44	36
1973	44	37
1974	44	38
1975	44	39
1976	44	40
1977	44	41
1978	44	42
1979	44	43
1980	44	44
1981	43	44
1982	42	44
1983	41	44
1984	40	44
1985	39	44
1986	38	44
1987	37	44
1988	36	44
1989	35	44
1990	34	44
1991	33	44
1992	32	44
1993	31	44
1994	30	44
1995	29	44
1996	28	44
1997	27	44
1998	26	44
1999	25	44
2000	24	44
2001	23	44
2002	22	44
2003	21	44
2004	20	44
2005	19	44
2006	18	44
2007	17	44
2008	16	44
2009	15	44
2010	14	44
2011	13	44
2012	12	44
2013	11	44
2014	10	44
2015	9	44
2016	8	44
2017	7	44
2018	6	44
2019	5	44
2020	4	44
2021	3	44
2022	2	44
2023	1	44
2024	0	44
2025	45	0
2026	45	1
2027	45	2
2028	45	3
2029	45	4
2030	45	5
2031	45	6
2032	45	7
2033	45	8
2034	45	9
2035	45	10
2036	45	11
2037	45	12
2038	45	13
2039	45	14
2040	45	15
2041	45	16
2042	45	17
2043	45	18
2044	45	19
2045	45	20
2046	45	21
2047	45	22
2048	45	23
2049	45	24
2050	45	25
2051	45	26
2052	45	27
2053	45	28
2054	45	29
2055	45	30
2056	45	31
2057	45	32
2058	45	33
2059	45	34
2060	45	35
2061	45	36
2062	45	37
2063	45	38
2064	45	39
2065	45	40
2066	45	41
2067	45	42
2068	45	43
2069	45	44
2070	45	45
2071	44	45
2072	43	45
2073	42	45
2074	41	45
2075	40	45
2076	39	45
2077	38	45
2078	37	45
2079	36	45
2080	35	45
2081	34	45
2082	33	45
2083	32	45
2084	31	45
2085	30	45
2086	29	45
2087	28	45
2088	27	45
2089	26	45
2090	25	45
2091	24	45
2092	23	45
2093	22	45
2094	21	45
2095	20	45
2096	19	45
2097	18	45
2098	17	45
2099	16	45
2100	15	45
2101	14	45
2102	13	45
2103	12	45
2104	11	45
2105	10	45
2106	9	45
2107	8	45
2108	7	45
2109	6	45
2110	5	45
2111	4	45
2112	3	45
2113	2	45
2114	1	45
2115	0	45
2116	46	0
2117	46	1
2118	46	2
2119	46	3
2120	46	4
2121	46	5
2122	46	6
2123	46	7
2124	46	8
2125	46	9
2126	46	10
2127	46	11
2128	46	12
2129	46	13
2130	46	14
2131	46	15
2132	46	16
2133	46	17
2134	46	18
2135	46	19
2136	46	20
2137	46	21
2138	46	22
2139	46	23
2140	46	24
