403,-26.9,38.3,-24.7,38.3,-24.7,40.5,-26.9,40.5
404,-33.7,19.3,-31.5,19.3,-31.5,21.5,-33.7,21.5
405,-29.3,19.3,-27.1,19.3,-27.1,21.5,-29.3,21.5
406,-19.7,28.5,-17.5,28.5,-17.5,30.7,-19.7,30.7
407,-19.7,30.7,-17.5,30.7,-17.5,32.9,-19.7,32.9
408,-19.7,32.9,-17.5,32.9,-17.5,35.1,-19.7,35.1
410,-19.7,54.7,-17.5,54.7,-17.5,56.9,-19.7,56.9
412,-19.7,59.1,-17.5,59.1,-17.5,61.3,-19.7,61.3
413,-19.7,61.3,-17.5,61.3,-17.5,63.5,-19.7,63.5
414,-22.1,61.3,-19.9,61.3,-19.9,63.5,-22.1,63.5
415,-24.5,61.3,-22.3,61.3,-22.3,63.5,-24.5,63.5
416,-26.9,61.3,-24.7,61.3,-24.7,63.5,-26.9,63.5
417,-29.3,61.3,-27.1,61.3,-27.1,63.5,-29.3,63.5
418,-31.7,61.3,-29.5,61.3,-29.5,63.5,-31.7,63.5
419,-31.7,59.1,-29.5,59.1,-29.5,61.3,-31.7,61.3
420,-31.7,56.9,-29.5,56.9,-29.5,59.1,-31.7,59.1
421,-31.7,54.7,-29.5,54.7,-29.5,56.9,-31.7,56.9
422,-31.7,52.5,-29.5,52.5,-29.5,54.7,-31.7,54.7
423,-31.7,50.3,-29.5,50.3,-29.5,52.5,-31.7,52.5
424,-29.3,49.1,-27.1,49.1,-27.1,51.3,-29.3,51.3
425,-31.7,41.5,-29.5,41.5,-29.5,43.7,-31.7,43.7
426,-31.7,48.1,-29.5,48.1,-29.5,50.3,-31.7,50.3
427,-31.7,45.9,-29.5,45.9,-29.5,48.1,-31.7,48.1
428,-31.7,43.7,-29.5,43.7,-29.5,45.9,-31.7,45.9
429,-19.7,52.5,-17.5,52.5,-17.5,54.7,-19.7,54.7
430,-19.7,56.9,-17.5,56.9,-17.5,59.1,-19.7,59.1
432,-40.9,19.3,-38.7,19.3,-38.7,21.5,-40.9,21.5
433,-47.9,23.9,-45.7,23.9,-45.7,26.1,-47.9,26.1
434,-26.9,49.1,-24.7,49.1,-24.7,51.3,-26.9,51.3
435,-24.5,49.1,-22.3,49.1,-22.3,51.3,-24.5,51.3
436,-22.1,49.1,-19.9,49.1,-19.9,51.3,-22.1,51.3
437,-19.7,50.3,-17.5,50.3,-17.5,52.5,-19.7,52.5
438,-19.7,48.1,-17.5,48.1,-17.5,50.3,-19.7,50.3
439,-19.7,46.1,-17.5,46.1,-17.5,48.3,-19.7,48.3
440,-19.7,43.9,-17.5,43.9,-17.5,46.1,-19.7,46.1
441,-19.7,41.7,-17.5,41.7,-17.5,43.9,-19.7,43.9
442,-19.7,39.5,-17.5,39.5,-17.5,41.7,-19.7,41.7
444,-24.5,38.3,-22.3,38.3,-22.3,40.5,-24.5,40.5
445,-22.7,19.3,-20.5,19.3,-20.5,21.5,-22.7,21.5
446,-24.9,19.3,-22.7,19.3,-22.7,21.5,-24.9,21.5
447,-27.1,19.3,-24.9,19.3,-24.9,21.5,-27.1,21.5
448,-31.5,19.3,-29.3,19.3,-29.3,21.5,-31.5,21.5
449,-50.7,11.3,-48.5,11.3,-48.5,13.5,-50.7,13.5
450,-50.7,14.5,-48.5,14.5,-48.5,16.7,-50.7,16.7
451,-48.7,3.5,-46.5,3.5,-46.5,5.7,-48.7,5.7
452,-69.9,26.5,-67.7,26.5,-67.7,28.7,-69.9,28.7
453,-67.7,26.5,-65.5,26.5,-65.5,28.7,-67.7,28.7
454,8.2,30.5,10.5,30.5,10.5,32.7,8.2,32.7
455,15.2,19.5,17.5,19.5,17.5,21.7,15.2,21.7
458,10.2,30.5,12.5,30.5,12.5,32.7,10.2,32.7
459,15,50.3,17.2,50.3,17.2,52.5,15,52.5
460,12.5,52.3,14.8,52.3,14.8,54.5,12.5,54.5
461,12.5,50.1,14.8,50.1,14.8,52.3,12.5,52.3
462,12.5,47.9,14.8,47.9,14.8,50.1,12.5,50.1
464,12.5,43.5,14.8,43.5,14.8,45.7,12.5,45.7
465,12.5,41.3,14.8,41.3,14.8,43.5,12.5,43.5
466,12.5,39.1,14.8,39.1,14.8,41.3,12.5,41.3
467,12.5,36.9,14.8,36.9,14.8,39.1,12.5,39.1
468,12.5,34.7,14.8,34.7,14.8,36.9,12.5,36.9
469,14.8,36.9,17,36.9,17,39.1,14.8,39.1
470,17,36.9,19.3,36.9,19.3,39.1,17,39.1
471,19.3,36.9,21.5,36.9,21.5,39.1,19.3,39.1
472,21.5,36.9,23.8,36.9,23.8,39.1,21.5,39.1
473,24,36.9,26.3,36.9,26.3,39.1,24,39.1
474,24,39.1,26.3,39.1,26.3,41.3,24,41.3
475,24,34.7,26.3,34.7,26.3,36.9,24,36.9
476,24,32.5,26.3,32.5,26.3,34.7,24,34.7
477,24,30.3,26.3,30.3,26.3,32.5,24,32.5
478,24,28.1,26.3,28.1,26.3,30.3,24,30.3
479,-33.1,28.9,-33.1,29.9,-32.1,29.9,-32.1,28.9
480,-31.5,28.9,-31.5,29.9,-30.5,29.9,-30.5,28.9
481,26.1,26.1,28.3,26.1,28.3,28.3,26.1,28.3
482,28.5,23.9,30.8,23.9,30.8,26.1,28.5,26.1
483,27.2,21.9,29.5,21.9,29.5,24.1,27.2,24.1
485,31.5,21.4,33.8,21.4,33.8,23.6,31.5,23.6
486,33.8,21.4,36.1,21.4,36.1,23.6,33.8,23.6
487,36.1,21.4,38.3,21.4,38.3,23.6,36.1,23.6
488,12.5,30.5,14.8,30.5,14.8,32.7,12.5,32.7
489,38.3,21.4,40.6,21.4,40.6,23.6,38.3,23.6
490,31.5,19.2,33.8,19.2,33.8,21.4,31.5,21.4
491,31.5,17,33.8,17,33.8,19.2,31.5,19.2
492,12.5,32.5,14.8,32.5,14.8,34.7,12.5,34.7
493,10.7,19.5,12.9,19.5,12.9,21.7,10.7,21.7
494,8.4,19.5,10.7,19.5,10.7,21.7,8.4,21.7
495,31.5,14.8,33.8,14.8,33.8,17,31.5,17
496,24,41.3,26.3,41.3,26.3,43.5,24,43.5
497,24,43.5,26.3,43.5,26.3,45.7,24,45.7
498,24,45.5,26.3,45.5,26.3,47.7,24,47.7
499,24,47.7,26.3,47.7,26.3,49.9,24,49.9
500,24,49.9,26.3,49.9,26.3,52.1,24,52.1
501,21.5,48.7,23.8,48.7,23.8,50.9,21.5,50.9
502,19.5,50.3,21.8,50.3,21.8,52.5,19.5,52.5
503,-31.7,30.5,-29.5,30.5,-29.5,32.7,-31.7,32.7
505,17.2,50.3,19.5,50.3,19.5,52.5,17.2,52.5
2130,8.2,26.1,10.5,26.1,10.5,28.3,8.2,28.3
2137,12.5,45.7,14.8,45.7,14.8,47.9,12.5,47.9
